Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
聖藍方糖,聖藍方糖,聖藍方糖，配件，方糖，直徑 8mm。,Pearl Pearl,aa-6-3,方糖,"diy:accessory, 配件, 方糖, cat:方糖",TRUE,Active,slft_ft_8,,尺寸,8mm,,,,,,,,59,,,TRUE,,,,,,shopify,9999,CONTINUE,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/pearl_new/main/%E5%9C%A3%E8%93%9D%E6%96%B9%E7%B3%96.png,1,聖藍方糖,,FALSE,聖藍方糖｜Pearl Pearl DIY,聖藍方糖，配件，方糖，直徑 8mm。,,,,,,,,,,,,,,,
青金石跑環,青金石跑環,青金石跑環，配件，跑環，尺寸 4×10mm。,Pearl Pearl,aa-6-3,跑環,"diy:accessory, 配件, 跑環, cat:跑環",TRUE,Active,qjsph_ph_4,,尺寸,4mm,,,,,,,,99,,,TRUE,,,,,,shopify,9999,CONTINUE,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/pearl_new/main/%E9%9D%92%E9%87%91%E7%9F%B3%E8%B7%91%E7%8E%AF.png,1,青金石跑環,,FALSE,青金石跑環｜Pearl Pearl DIY,青金石跑環，配件，跑環，尺寸 4×10mm。,,,,,,,,,,,,,,,
